"La pesadilla de @Uber_es continua, ahora se cae el sistema a nivel global. Quién defiende al consumidor? @CNMC_ES  https://t.co/pBhpO16eEM",,,
RT @Gizmodo: Neil DeGrasse Tyson tells Bill Maher that anti-science liberals are full of shit too https://t.co/P1Cm749bhp https://t.co/kQts…,,,
"BHP-Vale joint venture ignored dam-collapse risk, Brazil police find https://t.co/yKGBv3iAO5 via @ABCNews The Big Australian? #abc730 #qanda",social,,
Who is Allison? Is she a real volunteer. Real person. Real ALP supporter. Chase her down and get to the truth https://t.co/ldlBHP4sh8,,,
RT @insidefilm: WA Screen Awards winners announced @ftiwa https://t.co/4pH95gskFo https://t.co/v3XmCt0bhp,,,
BHP coal boss Mike Henry eyes $820m lift in productivity - The Australian https://t.co/BjWIxjY0DK,economic,,
Lmao https://t.co/ZmEGXbqBHP,,,
RT @currentlyjudged: https://t.co/Qfw4wbvBHp,,,
BHP Billiton has taken a major step in the march to automated mining by rolling out remotely operated drilling... https://t.co/6QzinoYFB5,economic,,
RT @NZTAAkl: Expect traffic tomorrow from 11:30am at Puhoi. Check #QueensBirthdayTraffic Hotspots https://t.co/niBHpHed7k ^LC https://t.co/…,,,
BHP Billiton to open remote ops centre for coal https://t.co/KERkuK2jS4,economic,,
"late life fields may not move needle for Exxon and BHP, but could provide upside for a specialised late life player https://t.co/MZLwGwgNtR",social,,
Cutie ! https://t.co/wBhpKvFvXy,,,
BHP files paperwork for potential development of South Flank deposit https://t.co/pH6F4QJbnV (News) #brisbane #qld,economic,,
"RT @AustralisTerry: Yep, just saving the water up ready for #Shenhua #BHP #SANTOS to steal and poison #CSG #auspol #4corners https://t.co/l…",environmental,,
RT @FormulaOneWorld: Review: the 700bhp Ford Mustang CS700 https://t.co/XM87cS0d2Q https://t.co/q8OjlxYU4s,,,
Taylor Swift Boob Job Claim False #TaylorSwift #KendallJenner... https://t.co/pBhpHr6ZRI,,,
#Joyce says #Santos #LiverpoolPlains is state matter ... Why would donations be so large to Federal govt? https://t.co/biXHb2JfnL,social,,
RT @nocsg: #Joyce says #Santos #LiverpoolPlains is state matter ... Why would donations be so large to Federal govt? https://t.co/biXHb2JfnL,social,,
RT @AustralisTerry: What @SantosLtd intends to do with its donations to @The_Nationals #auspol #LiverpoolPlains https://t.co/k6AZ5mju0H,social,economic,
"RT @StopShenhua: ""Can we really trust him with our land and water?"" #shenhua #liverpoolplains #ausvotes @Barnaby_Joyce @The_Nationals https…",social,social,
"RT @StopShenhua: ""Solar has won. Even if #coal were free to burn, power stations couldn't compete"" #auspol #shenhua #liverpoolplains https:…",social,economic,
"RT @StopShenhua: ""Barnaby had had his chance. He has failed us"" #ausvotes #newengland #auspol #liverpoolplains https://t.co/ctmHyrLaRt",social,,
RT @savegloucester: .@Barnaby_Joyce ‘squirms’ from his portfolio’s responsibilities #AUSVotes2016 #Santos #CSG #Shenhua #LiverpoolPlains ht…,social,,
"RT @Phil_Laird1: ""Narrabri Gas Proj: Trojan horse for Santos's real intentions, which is to #CSG mine the #LiverpoolPlains"" #ausvotes https…",social,economic,
RT @AusProgressive: Spot the obvious error in this sentence. 'We can't save our water supply because of the Constitution.' #liverpoolplains…,environmental,social,
"RT @AustralisTerry: War on #LiverpoolPlains: Santos to drill for CSG in New England, docs reveal -https://t.co/IcBogmSGQh #ausvotes #csg ht…",economic,environmental,
RT @AustralisTerry: Derek Blomfield from #LiverpoolPlains is NOT putting @The_Nationals first! #CSG #ausvotes https://t.co/8k9MUIJgTP  http…,social,,
RT @protecttheplain: Seems it's everyone but @NSWNationals that care about Australian agriculture #auspol #LiverpoolPlains https://t.co/bC0…,social,environmental,
"RT @StopShenhua: ""Successive governments have failed to step in &amp; do what is needed to protect the #liverpoolplains"" #ausvotes https://t.co…",social,environmental,
"RT @StopShenhua: ""Our best land should not be used for short-term gain"" @RichardDiNatale #ausvotes #shenhua #liverpoolplains #auspol https:…",social,economic,
"""The #liverpoolplains crops in both winter &amp; summer, it yields 40% above the national average"" #ausvotes #newengland https://t.co/CojTmBNAkt",economic,social,
"RT @StopShenhua: ""If ever you were talking about an area where unacceptable risks were posed #liverpoolplains would be it"" #ausvotes https:…",social,,
"RT @StopShenhua: ""Can we really trust him with our land and water?"" #shenhua #coal #csg #liverpoolplains #ausvotes #agchatoz #auspol https:…",social,,
"RT @StopShenhua: ""I never agreed with this mine from the start"" said @Barnaby_Joyce #shenhua #ausvotes #auspol #liverpoolplains https://t.c…",social,,
RT @StopShenhua: He didn't stop #shenhua  We're better off without @Barnaby_Joyce #ausvotes #Water4Life16 #liverpoolplains #coal #csg https…,social,,
RT @nocsg: Willow Tree against #CSG and #coal. Save #LiverpoolPlains https://t.co/ETAxbwEQby,social,environmental,
RT @protecttheplain: Halliburton and the fracking industry just got power to frack Australia #auspol #CSG #LiverpoolPlains https://t.co/aqL…,social,,
RT @StopShenhua: People round Werris Creek don't mince their words #ausvotes #liverpoolplains #auspol https://t.co/E7VcXOWM4i,social,,
"RT @StopShenhua: ""#Shenhua is well aware its project doesn't stack up financially"" #ausvotes #newengland #coal #liverpoolplains https://t.c…",economic,social,
China to ban coal. Australia wake up. #auspol @Barnaby_Joyce @StopShenhua @JoshFrydenberg @knittingnannas https://t.co/tWuo4QuG6x,social,,
"RT @StopShenhua: ""You can't say you represent farmers whilst approving coal mines"" @RichardDiNatale @Barnaby_Joyce #ausvotes #qanda https:/…",social,social,
RT @kateausburn: The Greens won the booth at Breeza on the Liverpool Plains (where Shenhua want to put a coal mine) https://t.co/jRh6adrbGL,social,,
RT @StopShenhua: 75% surveyed in #newengland want #coal subsidies redirected to public services #auspol #ausvotes https://t.co/wifzchnvCi,economic,social,
RT @StopShenhua: 75% surveyed in #newengland want #coal subsidies redirected to essential public services #auspol #ausvotes #agchatoz https…,economic,social,
RT @GetUp: when you catch bae kissing Santos and Shenhua #ausvotes https://t.co/Sij8ucCd4S,social,,
"RT @StopShenhua: ""If mining damages the water supplies, there'll be no vote, &amp; no election, that can help us"" #ausvotes #shenhua https://t.…",environmental,social,
"RT @StopShenhua: ""Why did you buy that mongrel country out there, is there going to be a coal mine?"" #ausvotes #auspol @Barnaby_Joyce https…",social,,
"RT @StopShenhua: ‘‘If @NSWNationals &amp; @Barnaby_Joyce can’t protect the most precious farming area, then what use are they’’ #ausvotes https…",social,environmental,
@ProfTerryHughes @StopShenhua @voxdotcom Has anyone ever considered that #Fukushima #radiation is killing the reef? https://t.co/teb7emjJSe,,,
"RT @StopShenhua: Our farmers have fought #CSG &amp; #coal for 10 years @Barnaby_Joyce is telling the wrong people to ""piss off"" #ausvotes https…",social,,
From the archive:  Shenhua mine: the federal government could have chosen farming over coal. https://t.co/jSwQHiiObG,social,economic,
"RT @StopShenhua: ""No amount of conditions placed on this can disguise what is a disastrous decision"" #shenhua #ausvotes #newengland https:/…",social,,
RT @ConversationEDU: From the archive:  Shenhua mine: the federal government could have chosen farming over coal. https://t.co/jSwQHiiObG,social,economic,
"RT @StopShenhua: ""This is an asset not just for those who farm this area now, but for those who will in the future"" #ausvotes #auspol https…",economic,social,
"RT @StopShenhua: ""We have a local member who is missing in action"" #newengland #ausvotes #shenhua #coal #csg #farmsnotcoal #agchatoz https:…",social,,
@S22Syd   Will worry when I see fleet of Chinese tugs towing it back to Shanghai along with the shenhua coal mine.,social,,
RT @greensjeremy: Buffoon @troygrant deletes Tweet about winning Shenhua booth in Gunnedah. Shenhua is 50k's away at Breeza. Greens won the…,social,,
"RT @StopShenhua: ""The future of some of the richest farm land is at risk, it should ring alarm bells with any Australian” #ausvotes https:/…",social,environmental,
RT @AustralisTerry: Love our Liverpool Plains billboards @StopShenhua  #Shenhua #CSG #AUSVOTES https://t.co/KfAVDGFlHH,social,,
"RT @StopShenhua: ""This is our future, once the full effect of Shenhua goes ahead it will affect the region forever"" #auspol #ausvotes https…",social,,
RT @AustralisTerry: The hypocrisy &amp; duplicity of National Party MPs knows no bounds #auspol #ausvotes #Shenhua https://t.co/yy2a5k1gA8,social,,
"#SHENHUA BOILOVER page 1 lead: Emma Brown on Twitter: ""Young #Nationals in #Tam… https://t.co/9L6QnHrEF5, see more https://t.co/2lbBNk7b7Q",,,
"RT @StopShenhua: ""We want a future in farming. To threaten water &amp; food production for a 30 year mine is just plain stupid"" #ausvotes https…",environmental,social,
"RT @StopShenhua: “We need to end the uncertainty. These people need to know this isn’t going to ruin their farms &amp; lives"" #ausvotes https:/…",social,social,
"RT @StopShenhua: ""What’s the next generation going to say if we let this mine destroy the underground water?” #ausvotes #newengland https:/…",environmental,social,
RT @AustralisTerry: Looking forward to @RealBobKatter saving the Liverpool Plains from coal and coal seam gas #auspol #CDG @StopShenhua htt…,social,,
RT @AustralisTerry: So Barnaby what nasty little deal are you hiding?  #auspol #Shenhua #CSG https://t.co/cn2F8EPVFj,social,social,
RT @gardawhi: @dazdesb @pontiouspilot @greensjeremy @StopShenhua ^^I heard what you heard...Tony said it was on his neighbours land and Bar…,,,
"RT @WorldOfMarkyD: as of today..people now face 7yrs jail, for protesting against Shenhua coal mine or CSG on your land  Libs/Nats 😡  #AusV…",social,,
RT @AustralisTerry: Gorgeous day for a vote #Water4Life16 #ausvotes @StopShenhua https://t.co/sLoQJ250Uy,,,
"RT @StopShenhua: ""Water resources don't understand boundary fences. #Shenhua could be mining someone else's supply"" #ausvotes #auspol https…",environmental,social,
RT @AustralisTerry: Look what the mining industry has done in NSW #auspol #Shenhua #ausvotes https://t.co/S5369eyciF,,,
RT @StopShenhua: 12 Sept '11 Water Trigger introduced. 15 Sept '11 @SantosLtd starts donating spree to @The_Nationals #ausvotes  #CSG https…,social,,
"RT @StopShenhua: “With coal in structural decline, it's economically insane to be sacrificing farm land"" #coal #ausvotes #newengland https:…",economic,social,
RT @AustralisTerry: Mike Baird to protect greyhounds but not farmers&amp; water threatened by new coal mines &amp;coal seam gas #auspol #Shenhua ht…,environmental,social,
"RT @StopShenhua: ""If Barnaby wins, the seat will be considered safe again &amp; we will get nothing..."" #ausvotes #newengland #shenhua https://…",social,,
RT @FrancieJones: Nationals elect party president with ties to Shenhua mining company https://t.co/jnTfj3FhjW 2015,social,social,
RT @Gordicans: @StopShenhua I'd hardly describe someone who doesn't see any value in a decent NBN for regional areas as being ''on the ball…,social,,
"RT @margokingston1: #SHENHUA BOILOVER page 1 lead: @StopShenhua: '#shenhua #coal mine will clear 84… https://t.co/KZUIgVPYXX, see more http…",,,
"RT @StopShenhua: ""Tony Windsor has done more for the #newengland than what @The_Nationals have done in 50 years"" #ausvotes #auspol https://…",,,
"RT @StopShenhua: ""What other first world country would let a foreign multinational put a #coal mine on best farming land?"" #ausvotes https:…",social,,
